Type,Date_Installation,Frequence,Wilaya,Ville
4G,2021-12-04,1800,Relizane,Ville_5_Reli
2G,2021-11-11,1800,Saida,Ville_3_Said
4G,2016-05-13,700,Tamanrasset,Ville_8_Tama
4G,2021-03-17,2100,Jijel,Ville_5_Jije
3G,2016-02-03,2600,Biskra,Ville_1_Bisk
3G,2021-11-01,700,Ghardaia,Ville_4_Ghar
2G,2018-01-01,700,Laghouat,Ville_5_Lagh
4G,2017-02-15,2100,Mostaganem,Ville_2_Most
3G,2015-11-06,1800,Khenchela,Ville_3_Khen
3G,2021-08-12,2100,AinTemouchent,Ville_4_AinT
2G,2015-08-03,2100,Mascara,Ville_3_Masc
4G,2019-06-29,1800,Relizane,Ville_4_Reli
3G,2022-02-24,2100,Blida,Ville_2_Blid
3G,2018-11-28,2600,Saida,Ville_8_Said
2G,2017-01-19,2600,Tipaza ,Ville_2_Tipa
4G,2018-08-08,700,Laghouat,Ville_2_Lagh
2G,2016-02-28,700,Djelfa,Ville_6_Djel
3G,2020-10-22,2600,ElTarf,Ville_6_ElTa
2G,2020-11-22,2100,Tiaret,Ville_6_Tiar
2G,2018-07-27,2600,Annaba,Ville_2_Anna
3G,2015-10-29,700,Bordj Bou Arreridj,Ville_2_Bord
4G,2019-08-25,800,Naama,Ville_2_Naam
4G,2021-02-11,1800,Setif,Ville_1_Seti
4G,2015-05-21,2600,Illizi,Ville_2_Illi
2G,2019-02-01,800,Tiaret,Ville_5_Tiar
2G,2020-07-20,2100,Ain Defla,Ville_8_Ain 
4G,2022-04-20,700,Annaba,Ville_4_Anna
4G,2018-06-10,2600,Chlef,Ville_5_Chle
4G,2015-11-13,800,Djelfa,Ville_5_Djel
2G,2016-12-23,1800,Relizane,Ville_1_Reli
4G,2016-04-10,2100,Batna,Ville_8_Batn
4G,2018-07-06,1800,Ain Defla,Ville_1_Ain 
4G,2019-08-25,700,Ain Defla,Ville_7_Ain 
3G,2017-05-08,1800,Illizi,Ville_3_Illi
4G,2017-07-01,2600,Jijel,Ville_1_Jije
2G,2017-09-20,700,Biskra,Ville_3_Bisk
4G,2020-05-30,1800,SoukAhras ,Ville_4_Souk
3G,2021-01-08,2100,SoukAhras ,Ville_2_Souk
4G,2022-02-20,2600,Ouargla,Ville_5_Ouar
3G,2014-12-05,700,Biskra,Ville_3_Bisk
4G,2017-04-28,1800,Bechar,Ville_6_Bech
3G,2016-11-28,800,Chlef,Ville_5_Chle
3G,2021-10-20,2600,Tipaza ,Ville_6_Tipa
3G,2021-05-06,800,Bouira,Ville_5_Boui
2G,2016-10-11,800,Batna,Ville_3_Batn
3G,2021-01-29,800,Jijel,Ville_6_Jije
2G,2017-10-08,2600,Biskra,Ville_8_Bisk
2G,2022-05-08,1800,Relizane,Ville_8_Reli
4G,2016-01-04,2100,ElOued,Ville_7_ElOu
2G,2022-07-04,2600,Mascara,Ville_6_Masc
4G,2019-12-09,2600,Ain Defla,Ville_7_Ain 
4G,2016-05-17,2600,Skikda,Ville_3_Skik
2G,2017-08-01,800,Ghardaia,Ville_5_Ghar
3G,2022-04-20,800,Medea,Ville_2_Mede
4G,2020-03-11,1800,SoukAhras ,Ville_6_Souk
3G,2019-02-07,700,Constantine,Ville_1_Cons
3G,2021-06-02,800,Constantine,Ville_6_Cons
4G,2021-12-24,1800,Medea,Ville_6_Mede
3G,2016-06-17,2600,Saida,Ville_1_Said
2G,2017-02-21,2600,AinTemouchent,Ville_3_AinT
4G,2021-07-22,800,Tiaret,Ville_4_Tiar
3G,2018-08-20,2100,Tlemcen,Ville_1_Tlem
2G,2017-05-27,800,Ouargla,Ville_3_Ouar
4G,2019-09-24,2100,Medea,Ville_5_Mede
4G,2016-12-30,2100,Guelma ,Ville_7_Guel
3G,2020-12-27,700,Laghouat,Ville_5_Lagh
3G,2014-10-16,2600,Ouargla,Ville_4_Ouar
4G,2018-03-09,800,Boumerdes,Ville_6_Boum
2G,2015-03-12,1800,Biskra,Ville_8_Bisk
3G,2017-01-24,800,Saida,Ville_3_Said
2G,2020-07-18,800,Setif,Ville_8_Seti
4G,2019-08-23,2600,Annaba,Ville_1_Anna
2G,2018-04-17,2600,Illizi,Ville_8_Illi
4G,2016-09-21,2100,SoukAhras ,Ville_3_Souk
4G,2017-09-07,700,Mila,Ville_2_Mila
4G,2015-10-22,800,Tlemcen,Ville_8_Tlem
3G,2022-08-08,800,Bouira,Ville_5_Boui
4G,2019-04-10,1800,Tiaret,Ville_7_Tiar
3G,2019-02-19,800,Saida,Ville_7_Said
2G,2015-04-04,2600,Setif,Ville_6_Seti
3G,2017-06-03,700,Naama,Ville_6_Naam
3G,2018-05-29,2100,Laghouat,Ville_3_Lagh
4G,2019-02-05,2100,Guelma ,Ville_6_Guel
2G,2019-09-28,700,Jijel,Ville_6_Jije
2G,2022-07-28,2100,Jijel,Ville_7_Jije
3G,2017-01-07,1800,Bouaghi,Ville_4_Boua
4G,2021-01-20,800,Relizane,Ville_1_Reli
4G,2020-01-10,800,Blida,Ville_5_Blid
3G,2019-06-20,800,Saida,Ville_1_Said
4G,2019-09-10,2600,ElBayadh,Ville_5_ElBa
2G,2019-05-15,800,Annaba,Ville_2_Anna
2G,2019-09-06,700,Tamanrasset,Ville_1_Tama
3G,2014-12-18,2600,Bejaia,Ville_4_Beja
3G,2017-11-24,1800,Bejaia,Ville_1_Beja
4G,2015-01-09,700,Mascara,Ville_1_Masc
4G,2015-11-12,1800,Khenchela,Ville_3_Khen
4G,2021-04-02,1800,Setif,Ville_8_Seti
3G,2019-03-18,1800,Tiaret,Ville_2_Tiar
4G,2018-12-22,700,SoukAhras ,Ville_8_Souk
4G,2019-07-02,1800,Laghouat,Ville_8_Lagh
2G,2020-05-05,700,Tissemsilt,Ville_3_Tiss
3G,2022-03-01,800,Alger,Ville_2_Alge
4G,2022-07-29,800,Mostaganem,Ville_3_Most
3G,2021-08-03,2100,Blida,Ville_4_Blid
3G,2021-07-26,800,Bouaghi,Ville_4_Boua
4G,2022-06-15,700,Laghouat,Ville_1_Lagh
4G,2017-08-08,2600,Tiaret,Ville_5_Tiar
4G,2022-09-05,700,Mila,Ville_2_Mila
2G,2021-11-02,2100,Mila,Ville_7_Mila
3G,2020-04-27,2600,Tamanrasset,Ville_1_Tama
4G,2019-10-19,2600,Biskra,Ville_8_Bisk
4G,2021-04-27,2600,Bejaia,Ville_4_Beja
4G,2014-10-02,2600,Tindouf,Ville_7_Tind
3G,2016-01-03,700,Khenchela,Ville_3_Khen
4G,2019-11-19,800,Ain Defla,Ville_1_Ain 
4G,2019-09-10,1800,SoukAhras ,Ville_4_Souk
2G,2021-08-01,1800,Annaba,Ville_7_Anna
4G,2020-07-02,700,Batna,Ville_1_Batn
4G,2016-10-01,2600,ElBayadh,Ville_7_ElBa
2G,2021-04-05,700,Constantine,Ville_5_Cons
4G,2018-10-20,1800,Biskra,Ville_4_Bisk
4G,2022-08-17,2600,SidiBelAbbes,Ville_6_Sidi
2G,2016-08-14,2600,Batna,Ville_2_Batn
2G,2014-12-04,800,Ain Defla,Ville_3_Ain 
2G,2019-01-14,2100,Jijel,Ville_5_Jije
4G,2015-05-15,2100,Saida,Ville_6_Said
4G,2016-10-05,1800,Mostaganem,Ville_6_Most
4G,2017-03-26,2100,Tebessa,Ville_1_Tebe
3G,2017-11-06,1800,Chlef,Ville_6_Chle
3G,2017-04-10,800,Annaba,Ville_7_Anna
2G,2019-05-01,2100,Djelfa,Ville_7_Djel
3G,2015-02-28,2100,Skikda,Ville_1_Skik
4G,2015-03-19,1800,TiziOuzou,Ville_1_Tizi
3G,2019-03-22,2100,SidiBelAbbes,Ville_4_Sidi
2G,2015-11-10,1800,ElOued,Ville_5_ElOu
4G,2015-07-07,800,Annaba,Ville_8_Anna
3G,2021-12-11,2100,Biskra,Ville_4_Bisk
2G,2021-09-08,2600,Naama,Ville_5_Naam
4G,2020-03-09,700,Djelfa,Ville_5_Djel
3G,2019-12-03,2100,Tipaza ,Ville_7_Tipa
2G,2017-09-24,1800,Illizi,Ville_2_Illi
3G,2021-12-27,2600,Oran,Ville_5_Oran
4G,2019-11-18,800,Djelfa,Ville_6_Djel
4G,2017-12-08,2600,Skikda,Ville_8_Skik
4G,2016-12-22,2100,ElTarf,Ville_4_ElTa
2G,2014-12-28,2600,ElTarf,Ville_5_ElTa
2G,2016-07-27,1800,Chlef,Ville_3_Chle
4G,2014-12-22,700,Tiaret,Ville_8_Tiar
2G,2022-04-05,1800,Djelfa,Ville_8_Djel
4G,2022-04-01,700,Oran,Ville_4_Oran
2G,2022-01-06,800,Msila,Ville_2_Msil
3G,2019-06-10,700,Boumerdes,Ville_4_Boum
3G,2017-02-22,1800,Ouargla,Ville_1_Ouar
2G,2016-12-21,700,Biskra,Ville_8_Bisk
4G,2018-11-21,2600,Tamanrasset,Ville_4_Tama
4G,2015-08-17,1800,Tlemcen,Ville_4_Tlem
4G,2019-02-23,800,Bordj Bou Arreridj,Ville_5_Bord
2G,2017-06-14,1800,Bejaia,Ville_1_Beja
4G,2017-04-11,2100,Constantine,Ville_6_Cons
4G,2020-01-26,800,Setif,Ville_5_Seti
4G,2014-12-28,800,Skikda,Ville_1_Skik
2G,2015-09-06,1800,Ouargla,Ville_8_Ouar
3G,2015-04-12,800,Jijel,Ville_7_Jije
4G,2018-10-07,700,Laghouat,Ville_2_Lagh
3G,2016-05-19,2600,Oran,Ville_4_Oran
4G,2021-11-10,2100,Tiaret,Ville_3_Tiar
3G,2016-01-29,1800,Skikda,Ville_6_Skik
4G,2016-10-12,1800,Tipaza ,Ville_4_Tipa
4G,2018-08-05,800,Bordj Bou Arreridj,Ville_8_Bord
2G,2020-08-02,2600,ElTarf,Ville_5_ElTa
3G,2022-09-04,800,Bordj Bou Arreridj,Ville_5_Bord
2G,2022-07-04,2600,Skikda,Ville_8_Skik
4G,2020-12-11,1800,Guelma ,Ville_2_Guel
3G,2015-12-15,2100,SoukAhras ,Ville_1_Souk
3G,2018-01-28,2100,Medea,Ville_4_Mede
3G,2015-10-10,2100,Bordj Bou Arreridj,Ville_5_Bord
4G,2017-10-05,800,Tindouf,Ville_1_Tind
3G,2015-02-16,1800,Boumerdes,Ville_8_Boum
2G,2015-02-15,2100,Relizane,Ville_3_Reli
2G,2017-05-28,800,Bejaia,Ville_8_Beja
2G,2018-09-18,2100,Bouaghi,Ville_3_Boua
4G,2017-01-25,2100,ElBayadh,Ville_5_ElBa
4G,2017-04-05,1800,Mila,Ville_3_Mila
4G,2022-03-17,700,Illizi,Ville_6_Illi
3G,2019-07-10,800,Relizane,Ville_8_Reli
2G,2018-03-30,1800,ElOued,Ville_1_ElOu
3G,2016-01-22,1800,Bordj Bou Arreridj,Ville_6_Bord
4G,2015-09-26,700,Ghardaia,Ville_7_Ghar
2G,2021-03-22,800,Annaba,Ville_8_Anna
4G,2015-08-23,1800,AinTemouchent,Ville_7_AinT
4G,2022-01-05,2600,Annaba,Ville_4_Anna
3G,2018-02-19,1800,Tiaret,Ville_5_Tiar
4G,2017-08-31,700,Tamanrasset,Ville_6_Tama
4G,2015-11-15,1800,SoukAhras ,Ville_7_Souk
3G,2020-02-08,800,Bordj Bou Arreridj,Ville_8_Bord
4G,2020-09-30,1800,Illizi,Ville_8_Illi
4G,2018-12-15,800,Djelfa,Ville_5_Djel
3G,2022-05-11,2600,Naama,Ville_5_Naam
2G,2017-07-22,1800,Ghardaia,Ville_4_Ghar
4G,2018-08-09,700,Bejaia,Ville_8_Beja
2G,2018-11-06,2600,Biskra,Ville_5_Bisk
2G,2017-04-20,800,SidiBelAbbes,Ville_8_Sidi
3G,2020-06-01,800,Mascara,Ville_5_Masc
3G,2020-04-14,1800,SoukAhras ,Ville_2_Souk
3G,2020-01-20,700,AinTemouchent,Ville_5_AinT
3G,2015-05-18,2100,Skikda,Ville_2_Skik
4G,2021-11-22,700,TiziOuzou,Ville_1_Tizi
3G,2022-04-13,1800,Mostaganem,Ville_7_Most
3G,2020-05-21,1800,Guelma ,Ville_6_Guel
4G,2018-03-06,2600,ElTarf,Ville_5_ElTa
4G,2018-03-04,800,Chlef,Ville_1_Chle
2G,2014-12-10,2100,Boumerdes,Ville_1_Boum
4G,2019-09-08,700,Tiaret,Ville_5_Tiar
2G,2021-08-28,2600,Constantine,Ville_8_Cons
4G,2014-11-09,2100,Tlemcen,Ville_1_Tlem
4G,2017-10-21,2100,Ain Defla,Ville_3_Ain 
2G,2022-04-15,800,Boumerdes,Ville_5_Boum
2G,2021-09-29,700,Bechar,Ville_1_Bech
3G,2019-12-28,2600,Annaba,Ville_6_Anna
4G,2017-02-10,800,SidiBelAbbes,Ville_8_Sidi
2G,2018-05-11,2100,AinTemouchent,Ville_7_AinT
3G,2017-11-25,2600,Alger,Ville_8_Alge
4G,2022-03-30,800,Bouira,Ville_7_Boui
2G,2014-11-13,2600,Tipaza ,Ville_1_Tipa
3G,2017-07-28,1800,SoukAhras ,Ville_5_Souk
3G,2021-06-02,2600,Bechar,Ville_8_Bech
3G,2018-06-27,700,Ain Defla,Ville_7_Ain 
4G,2017-06-24,700,Ain Defla,Ville_7_Ain 
4G,2017-07-12,2100,Annaba,Ville_7_Anna
4G,2022-02-27,800,Bouira,Ville_6_Boui
3G,2016-10-10,2100,Ouargla,Ville_5_Ouar
3G,2016-06-22,1800,Illizi,Ville_7_Illi
3G,2019-08-25,2100,Tissemsilt,Ville_3_Tiss
3G,2019-05-19,700,Tlemcen,Ville_6_Tlem
3G,2018-10-25,2100,Tlemcen,Ville_8_Tlem
3G,2018-05-09,800,Laghouat,Ville_6_Lagh
3G,2015-12-09,1800,Jijel,Ville_8_Jije
2G,2017-04-19,800,Blida,Ville_2_Blid
4G,2017-06-03,2600,TiziOuzou,Ville_3_Tizi
2G,2017-04-16,1800,Tebessa,Ville_8_Tebe
2G,2017-05-06,700,Oran,Ville_5_Oran
4G,2015-07-14,2600,Boumerdes,Ville_8_Boum
2G,2016-08-24,700,AinTemouchent,Ville_4_AinT
2G,2021-06-29,2100,Relizane,Ville_5_Reli
4G,2017-03-31,2600,Naama,Ville_4_Naam
3G,2021-10-30,2100,Bejaia,Ville_2_Beja
3G,2016-01-05,700,Bordj Bou Arreridj,Ville_3_Bord
4G,2015-08-30,1800,Jijel,Ville_8_Jije
2G,2018-08-30,700,Tebessa,Ville_6_Tebe
4G,2021-04-07,800,Tiaret,Ville_2_Tiar
2G,2016-07-05,1800,Saida,Ville_4_Said
2G,2017-03-03,1800,Oran,Ville_3_Oran
3G,2020-01-13,1800,AinTemouchent,Ville_1_AinT
3G,2015-09-28,1800,AinTemouchent,Ville_4_AinT
3G,2015-04-14,800,SidiBelAbbes,Ville_4_Sidi
3G,2019-10-03,800,Alger,Ville_1_Alge
2G,2019-12-29,2100,Bejaia,Ville_5_Beja
2G,2014-11-13,800,Mascara,Ville_4_Masc
4G,2021-11-11,1800,Laghouat,Ville_5_Lagh
3G,2021-06-06,1800,Bouira,Ville_4_Boui
2G,2014-11-14,2100,SidiBelAbbes,Ville_3_Sidi
2G,2020-12-28,800,Bouira,Ville_7_Boui
4G,2019-08-27,2100,Bouira,Ville_3_Boui
3G,2022-09-01,800,Tebessa,Ville_8_Tebe
2G,2021-11-30,700,Alger,Ville_1_Alge
3G,2014-11-17,800,Tissemsilt,Ville_1_Tiss
4G,2016-09-25,2600,Ain Defla,Ville_4_Ain 
3G,2016-07-18,2600,Mila,Ville_8_Mila
3G,2015-01-13,2100,ElTarf,Ville_4_ElTa
4G,2015-06-14,1800,Bouira,Ville_5_Boui
2G,2019-07-22,1800,Bechar,Ville_8_Bech
3G,2021-08-08,1800,Naama,Ville_5_Naam
4G,2021-06-15,800,Medea,Ville_8_Mede
3G,2018-11-26,700,Annaba,Ville_6_Anna
4G,2021-08-13,2100,Khenchela,Ville_6_Khen
4G,2016-08-04,2100,Tebessa,Ville_3_Tebe
2G,2021-10-23,700,Alger,Ville_6_Alge
4G,2020-03-01,2100,Tamanrasset,Ville_2_Tama
3G,2016-12-07,700,Laghouat,Ville_3_Lagh
3G,2017-06-11,2100,Ouargla,Ville_2_Ouar
3G,2019-12-30,700,Tlemcen,Ville_5_Tlem
4G,2015-11-12,700,Alger,Ville_5_Alge
4G,2022-01-30,2100,Ghardaia,Ville_3_Ghar
4G,2020-09-09,1800,Jijel,Ville_8_Jije
3G,2018-01-02,2600,Relizane,Ville_1_Reli
2G,2022-04-19,700,Biskra,Ville_3_Bisk
4G,2017-06-26,1800,Bejaia,Ville_6_Beja
4G,2017-10-24,800,Boumerdes,Ville_8_Boum
4G,2016-12-01,2100,Alger,Ville_3_Alge
4G,2019-05-21,2100,Ouargla,Ville_2_Ouar
4G,2018-07-23,800,Jijel,Ville_6_Jije
4G,2020-04-30,700,Boumerdes,Ville_2_Boum
4G,2019-10-20,800,Msila,Ville_3_Msil
3G,2015-10-13,2100,Ouargla,Ville_8_Ouar
4G,2020-10-19,800,Laghouat,Ville_6_Lagh
3G,2016-08-10,700,Jijel,Ville_5_Jije
3G,2019-11-27,800,Boumerdes,Ville_2_Boum
4G,2019-03-07,1800,Ghardaia,Ville_8_Ghar
2G,2021-01-18,700,Msila,Ville_8_Msil
3G,2016-07-12,2600,Chlef,Ville_8_Chle
3G,2022-01-01,800,Alger,Ville_2_Alge
4G,2018-05-02,1800,Setif,Ville_8_Seti
4G,2020-02-24,2100,Tamanrasset,Ville_8_Tama
2G,2014-12-01,2600,Blida,Ville_2_Blid
2G,2018-11-14,2100,Mostaganem,Ville_3_Most
3G,2014-11-18,1800,AinTemouchent,Ville_7_AinT
3G,2016-11-26,700,Setif,Ville_2_Seti
4G,2019-11-08,2100,Tlemcen,Ville_5_Tlem
4G,2015-01-15,1800,AinTemouchent,Ville_4_AinT
4G,2018-02-25,2600,Ouargla,Ville_4_Ouar
2G,2020-12-22,2100,Msila,Ville_8_Msil
3G,2018-07-02,700,Batna,Ville_8_Batn
4G,2015-06-26,2600,Tipaza ,Ville_4_Tipa
3G,2016-02-21,700,Relizane,Ville_7_Reli
2G,2016-08-31,700,Tamanrasset,Ville_1_Tama
4G,2020-12-12,800,Tindouf,Ville_3_Tind
2G,2018-07-29,800,Alger,Ville_2_Alge
4G,2015-12-23,800,Ain Defla,Ville_6_Ain 
2G,2020-01-29,700,Tipaza ,Ville_6_Tipa
2G,2019-11-08,2100,Alger,Ville_6_Alge
4G,2019-01-06,700,Guelma ,Ville_5_Guel
4G,2016-09-14,1800,Msila,Ville_4_Msil
3G,2021-05-29,2100,Tindouf,Ville_6_Tind
2G,2015-06-23,700,Guelma ,Ville_2_Guel
4G,2017-05-03,800,Alger,Ville_4_Alge
2G,2021-01-07,2100,Mascara,Ville_2_Masc
4G,2019-09-15,1800,Jijel,Ville_8_Jije
3G,2021-02-14,700,Oran,Ville_5_Oran
4G,2019-11-24,700,Bordj Bou Arreridj,Ville_8_Bord
2G,2016-11-05,2100,Tipaza ,Ville_7_Tipa
4G,2017-09-04,800,Alger,Ville_6_Alge
2G,2021-03-15,800,Jijel,Ville_5_Jije
2G,2016-01-05,800,Ghardaia,Ville_1_Ghar
3G,2019-06-14,2100,Tipaza ,Ville_1_Tipa
2G,2019-05-21,2600,Chlef,Ville_4_Chle
2G,2017-11-19,700,ElBayadh,Ville_5_ElBa
3G,2018-04-30,2100,AinTemouchent,Ville_8_AinT
4G,2016-11-08,2600,Saida,Ville_7_Said
4G,2019-06-30,2100,SoukAhras ,Ville_3_Souk
2G,2015-04-29,2100,Tamanrasset,Ville_3_Tama
2G,2018-11-10,700,ElBayadh,Ville_8_ElBa
4G,2018-10-09,2100,Relizane,Ville_4_Reli
4G,2016-08-18,800,SidiBelAbbes,Ville_4_Sidi
2G,2019-06-23,800,Naama,Ville_3_Naam
4G,2016-03-31,800,Tlemcen,Ville_4_Tlem
2G,2019-05-17,700,Chlef,Ville_2_Chle
3G,2017-09-05,700,Batna,Ville_4_Batn
4G,2014-09-21,800,Skikda,Ville_1_Skik
4G,2016-12-06,800,Relizane,Ville_5_Reli
3G,2020-10-07,800,Tamanrasset,Ville_7_Tama
2G,2020-05-25,2600,Batna,Ville_4_Batn
3G,2020-04-09,2600,Msila,Ville_6_Msil
3G,2020-01-20,1800,Skikda,Ville_3_Skik
2G,2020-04-15,2100,ElTarf,Ville_3_ElTa
2G,2017-03-13,1800,Tissemsilt,Ville_5_Tiss
2G,2016-05-30,1800,Laghouat,Ville_4_Lagh
4G,2017-02-15,2100,Tamanrasset,Ville_8_Tama
4G,2015-07-06,800,Ouargla,Ville_7_Ouar
2G,2015-05-08,2600,Relizane,Ville_2_Reli
4G,2019-05-30,1800,Tiaret,Ville_5_Tiar
3G,2015-12-19,2600,ElTarf,Ville_5_ElTa
3G,2021-04-13,1800,Constantine,Ville_1_Cons
4G,2017-06-23,800,Biskra,Ville_5_Bisk
4G,2021-10-11,1800,Illizi,Ville_4_Illi
3G,2018-06-05,2600,Tlemcen,Ville_6_Tlem
3G,2017-06-30,1800,Bouira,Ville_7_Boui
3G,2017-12-25,2100,Jijel,Ville_3_Jije
3G,2018-12-16,2100,Bouaghi,Ville_6_Boua
2G,2019-01-13,2100,Tiaret,Ville_6_Tiar
3G,2018-10-27,700,Alger,Ville_3_Alge
4G,2014-09-21,2100,Blida,Ville_6_Blid
4G,2017-07-11,800,Bouira,Ville_3_Boui
4G,2020-03-28,800,ElBayadh,Ville_3_ElBa
4G,2020-05-20,2600,Bejaia,Ville_3_Beja
3G,2020-07-07,1800,Naama,Ville_2_Naam
4G,2020-07-02,1800,Tlemcen,Ville_5_Tlem
3G,2017-05-05,2600,Setif,Ville_3_Seti
3G,2015-04-27,1800,Illizi,Ville_1_Illi
2G,2016-09-07,800,Tlemcen,Ville_7_Tlem
3G,2022-06-02,700,Tlemcen,Ville_8_Tlem
3G,2022-02-05,1800,Saida,Ville_8_Said
3G,2019-10-02,2100,Tlemcen,Ville_7_Tlem
2G,2017-11-06,700,Ain Defla,Ville_5_Ain 
4G,2017-06-03,700,Skikda,Ville_6_Skik
4G,2020-07-07,1800,SidiBelAbbes,Ville_3_Sidi
2G,2017-07-25,2600,Mila,Ville_3_Mila
4G,2021-08-19,2600,Relizane,Ville_1_Reli
3G,2022-02-26,800,Bordj Bou Arreridj,Ville_2_Bord
4G,2022-07-21,2100,Ouargla,Ville_3_Ouar
2G,2017-07-02,1800,Annaba,Ville_2_Anna
4G,2020-06-12,1800,Tipaza ,Ville_2_Tipa
3G,2019-10-19,700,Naama,Ville_5_Naam
2G,2019-04-28,2100,Tamanrasset,Ville_6_Tama
4G,2016-07-13,2100,Naama,Ville_1_Naam
4G,2016-12-12,800,Mascara,Ville_5_Masc
3G,2020-05-04,800,ElTarf,Ville_3_ElTa
4G,2018-01-16,700,TiziOuzou,Ville_4_Tizi
4G,2014-12-24,1800,Bechar,Ville_6_Bech
3G,2018-03-25,1800,Msila,Ville_1_Msil
4G,2019-11-04,800,Batna,Ville_3_Batn
4G,2017-08-24,700,AinTemouchent,Ville_8_AinT
4G,2018-11-20,800,Setif,Ville_2_Seti
3G,2020-07-09,2100,Tlemcen,Ville_2_Tlem
3G,2020-03-01,700,Batna,Ville_7_Batn
4G,2017-12-05,700,Chlef,Ville_6_Chle
4G,2015-12-13,800,Ouargla,Ville_1_Ouar
4G,2019-05-25,2600,Constantine,Ville_3_Cons
3G,2022-01-18,800,Naama,Ville_6_Naam
3G,2019-06-25,2600,Chlef,Ville_1_Chle
2G,2021-09-27,2600,Bejaia,Ville_2_Beja
4G,2020-12-06,700,Oran,Ville_8_Oran
3G,2018-07-04,700,Tamanrasset,Ville_1_Tama
4G,2020-06-04,700,Mostaganem,Ville_7_Most
2G,2015-10-07,800,Tipaza ,Ville_3_Tipa
4G,2021-01-31,2100,Blida,Ville_1_Blid
3G,2015-07-21,800,Ouargla,Ville_2_Ouar
4G,2015-03-03,2600,Ghardaia,Ville_7_Ghar
2G,2017-07-03,1800,Chlef,Ville_5_Chle
3G,2022-09-03,2600,Blida,Ville_7_Blid
4G,2015-04-25,800,ElTarf,Ville_7_ElTa
2G,2020-12-10,2600,Mila,Ville_4_Mila
4G,2016-09-14,700,Tindouf,Ville_3_Tind
2G,2017-08-31,1800,Guelma ,Ville_1_Guel
4G,2018-11-27,800,Relizane,Ville_2_Reli
3G,2015-11-24,2100,ElTarf,Ville_1_ElTa
2G,2022-06-05,1800,ElOued,Ville_7_ElOu
3G,2018-02-04,800,Msila,Ville_2_Msil
3G,2016-09-28,2100,Medea,Ville_7_Mede
4G,2020-09-04,2100,Skikda,Ville_5_Skik
3G,2020-05-10,2100,AinTemouchent,Ville_2_AinT
4G,2016-02-14,2100,Illizi,Ville_1_Illi
2G,2016-11-03,2600,Laghouat,Ville_3_Lagh
3G,2021-02-03,700,Laghouat,Ville_2_Lagh
3G,2015-04-21,2100,Alger,Ville_6_Alge
2G,2018-01-05,2600,Tebessa,Ville_1_Tebe
4G,2016-11-09,700,Alger,Ville_7_Alge
4G,2020-11-29,1800,Ouargla,Ville_8_Ouar
3G,2016-07-14,2100,Ghardaia,Ville_8_Ghar
4G,2021-02-05,2600,Annaba,Ville_8_Anna
3G,2018-09-04,2600,Chlef,Ville_2_Chle
4G,2018-04-16,1800,Boumerdes,Ville_4_Boum
2G,2018-09-21,1800,Annaba,Ville_2_Anna
4G,2021-12-02,800,SidiBelAbbes,Ville_8_Sidi
3G,2017-10-25,2100,AinTemouchent,Ville_7_AinT
3G,2017-07-06,700,AinTemouchent,Ville_4_AinT
3G,2018-05-02,1800,SoukAhras ,Ville_2_Souk
2G,2022-04-07,2100,Tamanrasset,Ville_6_Tama
3G,2022-02-02,2100,Mostaganem,Ville_4_Most
3G,2021-07-11,2100,Relizane,Ville_4_Reli
3G,2016-05-12,800,Saida,Ville_5_Said
4G,2022-03-17,700,Annaba,Ville_8_Anna
2G,2022-07-28,1800,Blida,Ville_1_Blid
2G,2019-09-29,800,Tipaza ,Ville_1_Tipa
3G,2015-01-15,800,Ouargla,Ville_4_Ouar
3G,2015-02-19,2600,Naama,Ville_8_Naam
2G,2022-05-19,700,Setif,Ville_6_Seti
4G,2014-12-21,700,Tiaret,Ville_7_Tiar
3G,2015-09-19,2600,Jijel,Ville_5_Jije
4G,2017-12-30,700,AinTemouchent,Ville_4_AinT
2G,2018-03-20,2600,Ghardaia,Ville_3_Ghar
4G,2019-10-16,800,Tebessa,Ville_7_Tebe
2G,2015-04-22,800,Tindouf,Ville_1_Tind
2G,2017-03-13,2100,Bechar,Ville_1_Bech
2G,2020-08-27,2100,SoukAhras ,Ville_4_Souk
4G,2015-08-03,700,SidiBelAbbes,Ville_6_Sidi
3G,2017-09-13,700,Tissemsilt,Ville_2_Tiss
4G,2019-03-05,2100,Ouargla,Ville_7_Ouar
4G,2017-09-25,1800,Bordj Bou Arreridj,Ville_7_Bord
3G,2020-12-07,1800,Tiaret,Ville_5_Tiar
3G,2017-01-16,2100,SidiBelAbbes,Ville_6_Sidi
4G,2016-03-06,700,ElOued,Ville_8_ElOu
3G,2016-10-22,700,Tindouf,Ville_5_Tind
4G,2018-04-26,700,Saida,Ville_8_Said
4G,2017-07-13,2100,SoukAhras ,Ville_3_Souk
2G,2020-06-07,1800,Blida,Ville_3_Blid
4G,2019-01-12,800,Bouira,Ville_3_Boui
3G,2017-10-16,2100,Ghardaia,Ville_4_Ghar
2G,2020-02-11,2600,Alger,Ville_1_Alge
3G,2016-11-29,2100,Tlemcen,Ville_1_Tlem
4G,2016-08-29,2100,Bordj Bou Arreridj,Ville_1_Bord
3G,2016-03-09,2100,Setif,Ville_4_Seti
4G,2022-04-11,2100,Bordj Bou Arreridj,Ville_6_Bord
4G,2014-10-25,700,Chlef,Ville_1_Chle
3G,2020-07-01,800,Ghardaia,Ville_2_Ghar
